dia,Data,ano,mes,dia_semana,Qt_almoco,Qt_jantar
738,2019-03-12,2019,3,1,928,558
739,2019-03-13,2019,3,2,870,558
740,2019-03-14,2019,3,3,861,529
741,2019-03-15,2019,3,4,699,402
742,2019-03-18,2019,3,0,668,410
743,2019-03-20,2019,3,2,850,547
744,2019-03-21,2019,3,3,876,510
745,2019-03-22,2019,3,4,696,388
746,2019-03-26,2019,3,1,856,552
747,2019-03-27,2019,3,2,822,543
748,2019-03-28,2019,3,3,830,511
749,2019-03-29,2019,3,4,687,341
750,2019-04-01,2019,4,0,719,489
751,2019-04-02,2019,4,1,808,512
752,2019-04-03,2019,4,2,839,499
753,2019-04-04,2019,4,3,791,511
754,2019-04-05,2019,4,4,667,437
755,2019-04-08,2019,4,0,703,500
756,2019-04-09,2019,4,1,844,535
757,2019-04-10,2019,4,2,811,547
758,2019-04-11,2019,4,3,791,512
759,2019-04-12,2019,4,4,568,0
760,2019-04-15,2019,4,0,743,474
761,2019-04-16,2019,4,1,865,541
762,2019-04-17,2019,4,2,729,391
763,2019-04-22,2019,4,0,660,487
764,2019-04-23,2019,4,1,858,556
765,2019-04-24,2019,4,2,812,504
766,2019-04-25,2019,4,3,785,506
767,2019-04-26,2019,4,4,672,408
768,2019-04-29,2019,4,0,738,495
769,2019-04-30,2019,4,1,874,485
770,2019-05-02,2019,5,3,805,546
771,2019-05-03,2019,5,4,693,380
772,2019-05-06,2019,5,0,780,536
773,2019-05-07,2019,5,1,880,581
774,2019-05-08,2019,5,2,971,546
775,2019-05-09,2019,5,3,843,538
776,2019-05-10,2019,5,4,655,379
777,2019-05-13,2019,5,0,684,513
778,2019-05-14,2019,5,1,873,583
779,2019-05-15,2019,5,2,699,450
780,2019-05-16,2019,5,3,818,600
781,2019-05-17,2019,5,4,771,447
782,2019-05-20,2019,5,0,775,546
783,2019-05-21,2019,5,1,963,559
784,2019-05-22,2019,5,2,876,598
785,2019-05-23,2019,5,3,937,581
786,2019-05-24,2019,5,4,708,397
787,2019-05-27,2019,5,0,725,574
788,2019-05-28,2019,5,1,954,653
789,2019-05-29,2019,5,2,905,575
790,2019-05-30,2019,5,3,919,557
791,2019-05-31,2019,5,4,757,379
792,2019-06-03,2019,6,0,725,557
793,2019-06-04,2019,6,1,931,598
794,2019-06-05,2019,6,2,939,591
795,2019-06-06,2019,6,3,868,553
796,2019-06-07,2019,6,4,715,398
797,2019-06-10,2019,6,0,746,551
798,2019-06-11,2019,6,1,944,565
799,2019-06-12,2019,6,2,901,536
800,2019-06-13,2019,6,3,832,486
801,2019-06-14,2019,6,4,579,302
802,2019-06-17,2019,6,0,746,548
803,2019-06-18,2019,6,1,915,506
804,2019-06-19,2019,6,2,803,448
805,2019-06-21,2019,6,4,468,230
806,2019-06-24,2019,6,0,664,443
807,2019-06-25,2019,6,1,678,429
808,2019-06-26,2019,6,2,653,405
809,2019-06-27,2019,6,3,593,355
810,2019-06-28,2019,6,4,461,245
811,2019-07-01,2019,7,0,368,255
812,2019-07-02,2019,7,1,466,260
813,2019-07-03,2019,7,2,402,208
814,2019-07-04,2019,7,3,297,146
815,2019-07-08,2019,7,0,139,0
816,2019-07-09,2019,7,1,153,0
817,2019-07-10,2019,7,2,153,0
818,2019-07-11,2019,7,3,130,0
819,2019-07-12,2019,7,4,113,0
820,2019-07-15,2019,7,0,118,28
821,2019-07-16,2019,7,1,149,26
822,2019-07-17,2019,7,2,140,26
823,2019-07-18,2019,7,3,133,21
824,2019-07-19,2019,7,4,94,0
825,2019-07-22,2019,7,0,118,0
826,2019-07-23,2019,7,1,125,0
827,2019-07-24,2019,7,2,127,0
828,2019-07-25,2019,7,3,120,0
829,2019-07-26,2019,7,4,130,0
830,2019-07-29,2019,7,0,135,0
831,2019-07-30,2019,7,1,129,0
832,2019-07-31,2019,7,2,135,0
833,2019-08-01,2019,8,3,150,0
834,2019-08-02,2019,8,4,133,0
835,2019-08-05,2019,8,0,801,544
836,2019-08-06,2019,8,1,912,539
837,2019-08-07,2019,8,2,927,587
838,2019-08-08,2019,8,3,948,550
839,2019-08-09,2019,8,4,661,338
840,2019-08-12,2019,8,0,834,633
841,2019-08-13,2019,8,1,1006,643
842,2019-08-14,2019,8,2,975,642
843,2019-08-15,2019,8,3,913,602
844,2019-08-16,2019,8,4,750,407
845,2019-08-19,2019,8,0,863,609
846,2019-08-20,2019,8,1,1022,663
847,2019-08-21,2019,8,2,991,628
848,2019-08-22,2019,8,3,969,649
849,2019-08-23,2019,8,4,773,406
850,2019-08-26,2019,8,0,824,593
851,2019-08-27,2019,8,1,957,664
852,2019-08-28,2019,8,2,989,714
853,2019-08-29,2019,8,3,931,577
854,2019-08-30,2019,8,4,679,368
855,2019-09-02,2019,9,0,839,607
856,2019-09-03,2019,9,1,958,654
857,2019-09-04,2019,9,2,918,670
858,2019-09-05,2019,9,3,938,591
859,2019-09-06,2019,9,4,724,357
860,2019-09-09,2019,9,0,824,579
861,2019-09-10,2019,9,1,963,640
862,2019-09-11,2019,9,2,962,640
863,2019-09-12,2019,9,3,952,611
864,2019-09-13,2019,9,4,781,405
865,2019-09-16,2019,9,0,867,587
866,2019-09-17,2019,9,1,991,651
867,2019-09-18,2019,9,2,927,655
868,2019-09-19,2019,9,3,956,650
869,2019-09-20,2019,9,4,752,384
870,2019-09-23,2019,9,0,817,598
871,2019-09-24,2019,9,1,970,615
872,2019-09-25,2019,9,2,966,607
873,2019-09-26,2019,9,3,845,547
874,2019-09-27,2019,9,4,717,357
875,2019-09-30,2019,9,0,814,563
876,2019-10-01,2019,10,1,910,629
877,2019-10-02,2019,10,2,919,581
878,2019-10-03,2019,10,3,839,554
879,2019-10-04,2019,10,4,684,324
880,2019-10-07,2019,10,0,774,530
881,2019-10-08,2019,10,1,924,579
882,2019-10-09,2019,10,2,849,585
883,2019-10-10,2019,10,3,812,534
884,2019-10-11,2019,10,4,698,353
885,2019-10-15,2019,10,1,821,616
886,2019-10-16,2019,10,2,907,611
887,2019-10-17,2019,10,3,842,553
888,2019-10-18,2019,10,4,678,365
889,2019-10-21,2019,10,0,775,582
890,2019-10-22,2019,10,1,908,639
891,2019-10-23,2019,10,2,908,599
892,2019-10-24,2019,10,3,803,501
893,2019-10-25,2019,10,4,589,298
894,2019-10-29,2019,10,1,836,550
895,2019-10-30,2019,10,2,866,567
896,2019-10-31,2019,10,3,782,539
897,2019-11-01,2019,11,4,640,333
898,2019-11-04,2019,11,0,798,533
899,2019-11-05,2019,11,1,915,562
900,2019-11-06,2019,11,2,852,581
901,2019-11-07,2019,11,3,809,485
902,2019-11-08,2019,11,4,677,329
903,2019-11-11,2019,11,0,743,526
904,2019-11-12,2019,11,1,865,599
905,2019-11-13,2019,11,2,871,583
906,2019-11-14,2019,11,3,717,398
907,2019-11-18,2019,11,0,745,519
908,2019-11-19,2019,11,1,873,545
909,2019-11-20,2019,11,2,819,546
910,2019-11-21,2019,11,3,834,519
911,2019-11-22,2019,11,4,656,350
912,2019-11-25,2019,11,0,735,514
913,2019-11-26,2019,11,1,823,499
914,2019-11-27,2019,11,2,806,507
915,2019-11-28,2019,11,3,776,480
916,2019-11-29,2019,11,4,599,256
917,2019-12-02,2019,12,0,645,473
918,2019-12-03,2019,12,1,702,408
919,2019-12-04,2019,12,2,664,383
920,2019-12-05,2019,12,3,629,352
921,2019-12-06,2019,12,4,487,224
922,2019-12-09,2019,12,0,378,255
923,2019-12-10,2019,12,1,410,212
924,2019-12-11,2019,12,2,393,177
925,2019-12-12,2019,12,3,333,140
926,2019-12-13,2019,12,4,238,76
927,2019-12-16,2019,12,0,130,0
928,2019-12-17,2019,12,1,134,0
929,2019-12-18,2019,12,2,150,0
930,2019-12-19,2019,12,3,120,0
931,2019-12-20,2019,12,4,106,0
932,2020-01-06,2020,1,0,82,0
933,2020-01-07,2020,1,1,91,0
934,2020-01-08,2020,1,2,132,0
935,2020-01-09,2020,1,3,114,0
936,2020-01-10,2020,1,4,80,0
937,2020-01-13,2020,1,0,94,0
938,2020-01-14,2020,1,1,118,0
939,2020-01-15,2020,1,2,138,0
940,2020-01-16,2020,1,3,122,0
941,2020-01-17,2020,1,4,94,0
942,2020-01-20,2020,1,0,115,0
943,2020-01-21,2020,1,1,171,0
944,2020-01-22,2020,1,2,160,0
945,2020-01-23,2020,1,3,147,0
946,2020-01-24,2020,1,4,153,0
947,2020-01-27,2020,1,0,102,0
948,2020-01-28,2020,1,1,138,0
949,2020-01-29,2020,1,2,155,0
950,2020-01-30,2020,1,3,142,0
951,2020-01-31,2020,1,4,131,0
952,2020-02-03,2020,2,0,219,45
953,2020-02-04,2020,2,1,261,55
954,2020-02-05,2020,2,2,223,35
955,2020-02-06,2020,2,3,210,38
956,2020-02-07,2020,2,4,136,0
957,2020-02-10,2020,2,0,129,0
958,2020-02-11,2020,2,1,143,0
959,2020-02-12,2020,2,2,173,0
960,2020-02-13,2020,2,3,149,0
961,2020-02-14,2020,2,4,184,0
962,2020-02-17,2020,2,0,723,503
963,2020-02-18,2020,2,1,961,577
964,2020-02-19,2020,2,2,912,413
965,2020-02-20,2020,2,3,779,379
966,2020-02-21,2020,2,4,487,132
967,2020-02-27,2020,2,3,689,501
968,2020-02-28,2020,2,4,657,289
969,2020-03-02,2020,3,0,847,614
970,2020-03-03,2020,3,1,1033,687
971,2020-03-04,2020,3,2,830,608
972,2020-03-05,2020,3,3,944,691
973,2020-03-06,2020,3,4,823,353
974,2020-03-09,2020,3,0,843,639
975,2020-03-10,2020,3,1,1001,626
976,2020-03-11,2020,3,2,1002,611
977,2020-03-12,2020,3,3,953,549
978,2020-03-13,2020,3,4,795,410
979,2020-03-16,2020,3,0,646,328
980,2020-03-17,2020,3,1,104,31
981,2020-03-18,2020,3,2,31,12
982,2020-03-20,2020,3,4,12,9
983,2020-03-23,2020,3,0,9,6
984,2020-03-24,2020,3,1,10,9
985,2020-03-26,2020,3,3,11,13
986,2020-03-27,2020,3,4,15,14
987,2020-03-30,2020,3,0,13,12
988,2020-03-31,2020,3,1,14,9
